CDM Item Number,Revenue Code,Service ID,Service Mod1,Service Mod2,Service Mod3,Service Mod4,Service Description,Gross Charge,Discounted Cash Price,Minimum Negotiated Charge,Maximum Negotiated Charge,Payer Negotiated Charge: Aetna (Plan: All),Payer Negotiated Charge: Aetna Better Health of IL Illinicare (Plan: All),Payer Negotiated Charge: Blue Cross Blue Shield of IL (Plan: All),Payer Negotiated Charge: Blue Cross Blue Shield of IL MCD Rep (Plan: All),Payer Negotiated Charge: Cigna PPO (Plan: All),Payer Negotiated Charge: Health Alliance Medical Plans (Plan: All),Payer Negotiated Charge: Healthlink Inc. HMO (Plan: All),Payer Negotiated Charge: Healthlink PPO (Plan: All),Payer Negotiated Charge: IlliniCare MCD Rep DOS prior to 120120 (Plan: All),Payer Negotiated Charge: Medicaid Illinois (Plan: All),Payer Negotiated Charge: Medicare A IL J6 (Plan: All),Payer Negotiated Charge: Medicare B IL J6 (Plan: All),Payer Negotiated Charge: Meridian Health Plan of IL (Plan: All),Payer Negotiated Charge: Molina Healthcare of IL MCD Rep (Plan: All),Payer Negotiated Charge: Multiplan Inc. for American Family (Plan: All),Payer Negotiated Charge: United Healthcare (Plan: All)
0406-0512-23,,0406-0512-23,,,,,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS [5940],6,6,,,,,,,,,,,,,,,,,,
0406-3243-01,,0406-3243-01,,,,,HYDROMORPHONE HCL 2 MG PO TABS [3760],6,6,,,,,,,,,,,,,,,,,,
0409-1163-01,,0409-1163-01,,,,,BUPIVACAINE HCL 0.5 % IJ SOLN [1223],31,31,,,,,,,,,,,,,,,,,,
0409-1163-18,,0409-1163-18,,,,,BUPIVACAINE HCL 0.5 % IJ SOLN [1223],31,31,,,,,,,,,,,,,,,,,,
0409-1273-03,,J3360,,,,,DIAZEPAM 5 MG/ML IJ SOLN [2401],107.5,107.5,,,,,,,,,,,,,,,,,,
0409-1273-32,,J3360,,,,,DIAZEPAM 5 MG/ML IJ SOLN [2401],107.5,107.5,,,,,,,,,,,,,,,,,,
0409-1463-01,,J2300,,,,,NALBUPHINE HCL 10 MG/ML IJ SOLN [5339],31,31,,,,,,,,,,,,,,,,,,
0409-1775-10,,0409-1775-10,,,,,DEXTROSE 250 MG/ML IV SOLN [2361],37.5,37.5,,,,,,,,,,,,,,,,,,
0409-1778-05,,0409-1778-05,,,,,METOPROLOL TARTRATE 5 MG/5ML IV SOLN [107516],31,31,,,,,,,,,,,,,,,,,,
0409-1778-15,,0409-1778-15,,,,,METOPROLOL TARTRATE 5 MG/5ML IV SOLN [107516],31,31,,,,,,,,,,,,,,,,,,
0409-2267-20,,0409-2267-20,,,,,LABETALOL HCL 5 MG/ML IV SOLN SSM SO [903362],31,31,,,,,,,,,,,,,,,,,,
0409-3365-01,,J1170,,,,,HYDROMORPHONE HCL 2 MG/ML IJ SOLN [3758],31,31,,,,,,,,,,,,,,,,,,
0409-3365-11,,J1170,,,,,HYDROMORPHONE HCL 2 MG/ML IJ SOLN [3758],31,31,,,,,,,,,,,,,,,,,,
0409-3414-01,,J2765,,,,,METOCLOPRAMIDE HCL 5 MG/ML IJ SOLN [5002],31,31,,,,,,,,,,,,,,,,,,
0409-3414-18,,J2765,,,,,METOCLOPRAMIDE HCL 5 MG/ML IJ SOLN [5002],31,31,,,,,,,,,,,,,,,,,,
0409-4283-11,,J2001,,,,,LIDOCAINE HCL (PF) 4 % IJ SOLN [150524],31,31,,,,,,,,,,,,,,,,,,
0409-4699-50,,J2704,,,,,PROPOFOL 10 MG/ML IV EMUL SSM SO [902485],31,31,,,,,,,,,,,,,,,,,,
0409-4887-17,,0409-4887-17,,,,,STERILE WATER FOR INJECTION IJ SOLN [7484],31,31,,,,,,,,,,,,,,,,,,
0409-4887-24,,0409-4887-24,,,,,STERILE WATER FOR INJECTION IJ SOLN [7484],31,31,,,,,,,,,,,,,,,,,,
0409-4888-02,,210ORA9999,,,,,SODIUM CHLORIDE (PF) 0.9 % IJ SOLN [166691],31,31,,,,,,,,,,,,,,,,,,
0409-4900-24,,J3490.051,,,,,SODIUM BICARBONATE 8.4 % IV SOLN [7309],57.2,57.2,,,,,,,,,,,,,,,,,,
0409-5534-34,,0409-5534-34,,,,,SODIUM BICARBONATE 4.2 % IV SOLN [7306],42.2,42.2,,,,,,,,,,,,,,,,,,
0409-5921-01,,J0280,,,,,AMINOPHYLLINE 25 MG/ML IV SOLN [407],48.8,48.8,,,,,,,,,,,,,,,,,,
0409-5921-16,,J0280,,,,,AMINOPHYLLINE 25 MG/ML IV SOLN [407],48.8,48.8,,,,,,,,,,,,,,,,,,
0409-6651-19,,J3480,,,,,POTASSIUM CHLORIDE 2 MEQ/ML IV SOLN [6429],31,31,,,,,,,,,,,,,,,,,,
0409-6695-01,,0409-6695-01,,,,,ETOMIDATE 2 MG/ML IV SOLN [20472],31,31,,,,,,,,,,,,,,,,,,
0409-7335-03,,J0696,,,,,CEFTRIAXONE SODIUM 2 GM IJ SOLR [9488],31,31,,,,,,,,,,,,,,,,,,
0409-7335-13,,J0696,,,,,CEFTRIAXONE SODIUM 2 GM IJ SOLR [9488],31,31,,,,,,,,,,,,,,,,,,
0409-7337-01,,J0696,,,,,CEFTRIAXONE SODIUM 250 MG IJ SOLR [9489],31,31,,,,,,,,,,,,,,,,,,
0409-7337-11,,J0696,,,,,CEFTRIAXONE SODIUM 250 MG IJ SOLR [9489],31,31,,,,,,,,,,,,,,,,,,
0409-7517-16,,0409-7517-16,,,,,DEXTROSE 50 % IV SOLN [2365],30,30,,,,,,,,,,,,,,,,,,
0409-7650-52,,J1644,,,,,HEPARIN 100 UNIT/ML IN 0.45 % NACL INFUSION PREMIX (IV) [152617],37.4,37.4,,,,,,,,,,,,,,,,,,
0409-9094-25,,J3010,,,,,FENTANYL CITRATE (PF) 250 MCG/5ML IJ SOLN [150548],31,31,,,,,,,,,,,,,,,,,,
0409-9137-05,,J2001,,,,,LIDOCAINE HCL (CARDIAC) PF 50 MG/5ML IV SOSY [164540],31,31,,,,,,,,,,,,,,,,,,
0409-9158-31,,J3430,,,,,VITAMIN K1 10 MG/ML PO SOLN [8718],189.1,189.1,,,,,,,,,,,,,,,,,,
0456-1405-30,,0456-1405-30,,,,,NEBIVOLOL HCL 5 MG PO TABS [174211],20.6,20.6,,,,,,,,,,,,,,,,,,
0469-6501-89,,J2785,,,,,REGADENOSON 0.4 MG/5ML IV SOLN [107464],947.6,947.6,,,,,,,,,,,,,,,,,,
0472-0179-34,,0472-0179-34,,,,,BACITRACIN-NEOMYCIN-POLYMYXIN 400-5-5000 EX OINT [854],17.5,17.5,,,,,,,,,,,,,,,,,,
0472-0242-60,,0472-0242-60,,,,,PERMETHRIN 5 % EX CREA [10917],402.3,402.3,,,,,,,,,,,,,,,,,,
0487-0201-01,,0487-0201-01,,,,,IPRATROPIUM-ALBUTEROL 0.5-2.5 (3) MG/3ML IN SOLN [30510],6,6,,,,,,,,,,,,,,,,,,
0487-5901-99,,0487-5901-99,,,,,RACEPINEPHRINE HCL 2.25 % IN NEBU [131323],6,6,,,,,,,,,,,,,,,,,,
0487-9301-33,,0487-9301-33,,,,,SODIUM CHLORIDE 0.9 % IN NEBU [7325],6,6,,,,,,,,,,,,,,,,,,
0487-9501-01,,0487-9501-01,,,,,ALBUTEROL SULFATE (2.5 MG/3ML) 0.083% IN NEBU [250],6,6,,,,,,,,,,,,,,,,,,
0487-9701-01,,0487-9701-01,,,,,BUDESONIDE 0.5 MG/2ML IN SUSP [28775],36.3,36.3,,,,,,,,,,,,,,,,,,
0487-9801-01,,0487-9801-01,,,,,IPRATROPIUM BROMIDE 0.02 % IN SOLN [12580],6,6,,,,,,,,,,,,,,,,,,
0487-9901-30,,0487-9901-30,,,,,ALBUTEROL SULFATE (5 MG/ML) 0.5% IN NEBU [251],6,6,,,,,,,,,,,,,,,,,,
0516-0121-01,,0516-0121-01,,,,,AMMONIA AROMATIC IN INHA [439],6,6,,,,,,,,,,,,,,,,,,
0517-0031-01,,J3420,,,,,VITAMIN B-12 1000 MCG/ML IJ SOLN [2007],31,31,,,,,,,,,,,,,,,,,,
0517-0031-25,,J3420,,,,,VITAMIN B-12 1000 MCG/ML IJ SOLN [2007],31,31,,,,,,,,,,,,,,,,,,
0517-0401-25,,J0461,,,,,ATROPINE SULFATE 0.4 MG/ML IJ SOLN [731],31.2,31.2,,,,,,,,,,,,,,,,,,
0517-0650-01,,J1439,,,,,FERRIC CARBOXYMALTOSE 750 MG/15ML IV SOLN [139703],4578.1,4578.1,,,,,,,,,,,,,,,,,,
0517-1980-01,,J0500,,,,,DICYCLOMINE HCL 10 MG/ML IM SOLN [2417],158.5,158.5,,,,,,,,,,,,,,,,,,
0517-1980-05,,J0500,,,,,DICYCLOMINE HCL 10 MG/ML IM SOLN [2417],158.5,158.5,,,,,,,,,,,,,,,,,,
0517-2340-10,,J1756,,,,,IRON SUCROSE 20 MG/ML IV SOLN [29132],214.5,214.5,,,,,,,,,,,,,,,,,,
0517-4601-25,,0517-4601-25,,,,,GLYCOPYRROLATE 0.2 MG/ML IJ SOLN - SSM SO [908147],52.9,52.9,,,,,,,,,,,,,,,,,,
0517-8201-25,,0517-8201-25,,,,,TRACE MINERALS CR-CU-MN-SE-ZN 10-1000-500-60 MCG/ML IV SOLN [18259],50.8,50.8,,,,,,,,,,,,,,,,,,
0536-1018-01,,0536-1018-01,,,,,MECLIZINE HCL 25 MG PO CHEW [4822],6,6,,,,,,,,,,,,,,,,,,
0536-1047-10,,0536-1047-10,,,,,SODIUM BICARBONATE 650 MG PO TABS [7313],6,6,,,,,,,,,,,,,,,,,,
0536-1054-29,,0536-1054-29,,,,,ASPIRIN 325 MG PO TABS [681],6,6,,,,,,,,,,,,,,,,,,
0536-1182-85,,0536-1182-85,,,,,GUAIFENESIN 100 MG/5ML PO SOLN [76993],17,17,,,,,,,,,,,,,,,,,,
0536-1234-41,,0536-1234-41,,,,,ASPIRIN EC 81 MG PO TBEC [14113],6,6,,,,,,,,,,,,,,,,,,
0536-4178-41,,0536-4178-41,,,,,I-VITE PROTECT PO TABS [35883],6,6,,,,,,,,,,,,,,,,,,
0536-4306-08,,0536-4306-08,,,,,CALCIUM POLYCARBOPHIL 625 MG PO TABS [11046],6,6,,,,,,,,,,,,,,,,,,
0536-5090-08,,0536-5090-08,,,,,I-VITE PO TABS [3808],6,6,,,,,,,,,,,,,,,,,,
0536-7180-01,,0536-7180-01,,,,,ACIDOPHILUS/CITRUS PECTIN PO TABS [134],6,6,,,,,,,,,,,,,,,,,,
0555-0159-02,,0555-0159-02,,,,,CHLORDIAZEPOXIDE HCL 25 MG PO CAPS [1623],6,6,,,,,,,,,,,,,,,,,,
0562-7805-00,,J2790,,,,,RHO D IMMUNE GLOBULIN 1500 UNITS IM SOSY [146004],410,410,,,,,,,,,,,,,,,,,,
0574-0520-76,,0574-0520-76,,,,,ACTIDOSE WITH SORBITOL 25 GM/120ML PO LIQD [20585],77.3,77.3,,,,,,,,,,,,,,,,,,
0574-0521-08,,0574-0521-08,,,,,CHARCOAL ACTIVATED PO LIQD [27099],77.3,77.3,,,,,,,,,,,,,,,,,,
0574-0850-05,,J1110,,,,,DIHYDROERGOTAMINE MESYLATE 1 MG/ML IJ SOLN [9859],512.3,512.3,,,,,,,,,,,,,,,,,,
0574-2008-15,,0574-2008-15,,,,,NYSTATIN 100000 UNIT/GM EX POWD [39136],89.3,89.3,,,,,,,,,,,,,,,,,,
0574-4025-35,,0574-4025-35,,,,,ARTIFICIAL TEARS OPHTHALMIC OINTMENT (SO) [902062],23.4,23.4,,,,,,,,,,,,,,,,,,
0574-7034-12,,0574-7034-12,,,,,ASPIRIN 300 MG RE SUPP [693],6,6,,,,,,,,,,,,,,,,,,
0574-7050-12,,0574-7050-12,,,,,BISACODYL 10 MG RE SUPP [1080],6,6,,,,,,,,,,,,,,,,,,
0591-0794-01,,0591-0794-01,,,,,DICYCLOMINE HCL 10 MG PO CAPS [2418],6,6,,,,,,,,,,,,,,,,,,
0591-3525-30,,0591-3525-30,,,,,LIDOCAINE 5 % EX PTCH [28203],30.5,30.5,,,,,,,,,,,,,,,,,,
0591-3670-01,,0591-3670-01,,,,,NABUMETONE 500 MG PO TABS [10676],6,6,,,,,,,,,,,,,,,,,,
0591-3713-30,,0591-3713-30,,,,,EZETIMIBE 10 MG PO TABS [34153],36.8,36.8,,,,,,,,,,,,,,,,,,
0591-3875-45,,0591-3875-45,,,,,MEMANTINE HCL 10 MG PO TABS [36966],19.9,19.9,,,,,,,,,,,,,,,,,,
0591-5335-01,,0591-5335-01,,,,,TRIHEXYPHENIDYL HCL 2 MG PO TABS [8166],6,6,,,,,,,,,,,,,,,,,,
0597-0100-51,,0597-0100-51,,,,,TIOTROPIUM BROMIDE MONOHYDRATE 2.5 MCG/ACT IN AERS [144455],292.5,292.5,,,,,,,,,,,,,,,,,,
0597-0140-30,,0597-0140-30,,,,,LINAGLIPTIN 5 MG PO TABS [125878],63.2,63.2,,,,,,,,,,,,,,,,,,
0597-0260-10,,J1610,,,,,GLUCAGON 1 MG IJ SOLR SSM SO [900396],669.3,669.3,,,,,,,,,,,,,,,,,,
0603-1554-10,,J8499.008,,,,,POTASSIUM CHLORIDE 20 MEQ PO PACK [6434],35,35,,,,,,,,,,,,,,,,,,
0603-1554-16,,J8499.008,,,,,POTASSIUM CHLORIDE 20 MEQ PO PACK [6434],35,35,,,,,,,,,,,,,,,,,,
0641-0367-21,,J1100,,,,,DEXAMETHASONE SODIUM PHOSPHATE 10 MG/ML IJ SOLN SSM SO [900359],31,31,,,,,,,,,,,,,,,,,,
0641-0367-25,,J1100,,,,,DEXAMETHASONE SODIUM PHOSPHATE 10 MG/ML IJ SOLN SSM SO [900359],31,31,,,,,,,,,,,,,,,,,,
0641-0928-21,,J2550,,,,,PROMETHAZINE HCL 25 MG/ML IJ SOLN [6618],31,31,,,,,,,,,,,,,,,,,,
0641-0928-25,,J2550,,,,,PROMETHAZINE HCL 25 MG/ML IJ SOLN [6618],31,31,,,,,,,,,,,,,,,,,,
0641-6008-01,,0641-6008-01,,,,,BUMETANIDE 0.25 MG/ML IJ SOLN [9308],31,31,,,,,,,,,,,,,,,,,,
0641-6008-10,,0641-6008-10,,,,,BUMETANIDE 0.25 MG/ML IJ SOLN [9308],31,31,,,,,,,,,,,,,,,,,,
0641-6013-01,,0641-6013-01,,,,,DILTIAZEM HCL 5 MG/ML IV SOLN - SSM SO [901781],31,31,,,,,,,,,,,,,,,,,,
0641-6013-10,,0641-6013-10,,,,,DILTIAZEM HCL 5 MG/ML IV SOLN - SSM SO [901781],31,31,,,,,,,,,,,,,,,,,,
0641-6018-01,,0641-6018-01,,,,,DOXAPRAM HCL 20 MG/ML IV SOLN [2607],188.9,188.9,,,,,,,,,,,,,,,,,,
0641-6018-06,,0641-6018-06,,,,,DOXAPRAM HCL 20 MG/ML IV SOLN [2607],188.9,188.9,,,,,,,,,,,,,,,,,,
0641-6027-01,,J3010,,,,,FENTANYL CITRATE (PF) 100 MCG/2ML IJ SOLN [150521],31,31,,,,,,,,,,,,,,,,,,
0641-6027-25,,J3010,,,,,FENTANYL CITRATE (PF) 100 MCG/2ML IJ SOLN [150521],31,31,,,,,,,,,,,,,,,,,,
0641-6044-01,,J2060,,,,,LORAZEPAM 2 MG/ML IJ SOLN [10467],31,31,,,,,,,,,,,,,,,,,,
0641-6044-25,,J2060,,,,,LORAZEPAM 2 MG/ML IJ SOLN [10467],31,31,,,,,,,,,,,,,,,,,,
0641-6052-01,,J2175,,,,,MEPERIDINE HCL 25 MG/ML IJ SOLN [4903],31,31,,,,,,,,,,,,,,,,,,
0641-6052-25,,J2175,,,,,MEPERIDINE HCL 25 MG/ML IJ SOLN [4903],31,31,,,,,,,,,,,,,,,,,,
0641-6057-01,,J2250,,,,,MIDAZOLAM HCL 2 MG/2ML IJ SOLN [40872],31,31,,,,,,,,,,,,,,,,,,
0641-6057-25,,J2250,,,,,MIDAZOLAM HCL 1 MG/ML IJ SOLN - SSM SO [901793],31,31,,,,,,,,,,,,,,,,,,
0641-6125-01,,J2270,,,,,MORPHINE SULFATE (PF) 4 MG/ML IV SOLN [134666],31,31,,,,,,,,,,,,,,,,,,
0641-6125-25,,J2270,,,,,MORPHINE SULFATE (PF) 4 MG/ML IV SOLN [134666],31,31,,,,,,,,,,,,,,,,,,
0641-6142-01,,J2370,,,,,PHENYLEPHRINE HCL 10 MG/ML IV SOLN [144467],31,31,,,,,,,,,,,,,,,,,,
0641-6142-25,,J2370,,,,,PHENYLEPHRINE HCL 10 MG/ML IV SOLN [144467],31,31,,,,,,,,,,,,,,,,,,
0703-0051-01,,J1040,,,,,METHYLPREDNISOLONE ACETATE 80 MG/ML IJ SUSP [4996],55.8,55.8,,,,,,,,,,,,,,,,,,
0713-0135-12,,0713-0135-12,,,,,PROCHLORPERAZINE 25 MG RE SUPP [11138],39.9,39.9,,,,,,,,,,,,,,,,,,
0713-0526-06,,0713-0526-06,,,,,PROMETHAZINE HCL 25 MG RE SUPP [11144],57.6,57.6,,,,,,,,,,,,,,,,,,
0713-0536-06,,0713-0536-06,,,,,PROMETHAZINE HCL 12.5 MG RE SUPP [11143],57.6,57.6,,,,,,,,,,,,,,,,,,
0713-0536-12,,0713-0536-12,,,,,PROMETHAZINE HCL 12.5 MG RE SUPP [11143],57.6,57.6,,,,,,,,,,,,,,,,,,
0781-1205-01,,0781-1205-01,,,,,PENICILLIN V POTASSIUM 250 MG PO TABS [6092],6,6,,,,,,,,,,,,,,,,,,
0781-2020-01,,0781-2020-01,,,,,AMOXICILLIN 250 MG PO CAPS [450],6,6,,,,,,,,,,,,,,,,,,
0781-2176-60,,0781-2176-60,,,,,CEFDINIR 300 MG PO CAPS [22289],16.7,16.7,,,,,,,,,,,,,,,,,,
0781-3040-72,,0781-3040-72,,,,,PYRIDOSTIGMINE BROMIDE 10 MG/2ML IV SOLN [145999],104.3,104.3,,,,,,,,,,,,,,,,,,
0781-3040-95,,0781-3040-95,,,,,PYRIDOSTIGMINE BROMIDE 10 MG/2ML IV SOLN [145999],124.8,124.8,,,,,,,,,,,,,,,,,,
0781-3059-72,,J1160,,,,,DIGOXIN 0.25 MG/ML IJ SOLN [2442],31,31,,,,,,,,,,,,,,,,,,
0781-3059-95,,J1160,,,,,DIGOXIN 0.25 MG/ML IJ SOLN [2442],31,31,,,,,,,,,,,,,,,,,,
0781-3207-85,,J0696,,,,,CEFTRIAXONE SODIUM 500 MG IJ SOLR [9490],87.4,87.4,,,,,,,,,,,,,,,,,,
0781-3207-95,,J0696,,,,,CEFTRIAXONE SODIUM 500 MG IJ SOLR [9490],87.4,87.4,,,,,,,,,,,,,,,,,,
0781-6041-58,,0781-6041-58,,,,,AMOXICILLIN 250 MG/5ML PO SUSR [454],17.2,17.2,,,,,,,,,,,,,,,,,,
0781-6157-52,,0781-6157-52,,,,,AMOXICILLIN 400 MG/5ML PO SUSR [25246],16,16,,,,,,,,,,,,,,,,,,
0832-0465-15,,0832-0465-15,,,,,NYSTATIN 100000 UNIT/GM EX POWD [39136],121.8,121.8,,,,,,,,,,,,,,,,,,
0832-0511-00,,0832-0511-00,,,,,BETHANECHOL CHLORIDE 10 MG PO TABS [1043],6.6,6.6,,,,,,,,,,,,,,,,,,
0832-1211-01,,0832-1211-01,,,,,WARFARIN SODIUM 1 MG PO TABS [11664],6,6,,,,,,,,,,,,,,,,,,
0832-1216-01,,0832-1216-01,,,,,WARFARIN SODIUM 5 MG PO TABS [8751],6,6,,,,,,,,,,,,,,,,,,
0904-0201-61,,0904-0201-61,,,,,AMITRIPTYLINE HCL 25 MG PO TABS [435],6,6,,,,,,,,,,,,,,,,,,
0904-0523-61,,0904-0523-61,,,,,VITAMIN C 500 MG PO TABS (ASCORBIC ACID) [664],6,6,,,,,,,,,,,,,,,,,,
0904-0539-61,,0904-0539-61,,,,,MULTIVITAMIN DAILY PO TABS [901058],6,6,,,,,,,,,,,,,,,,,,
0904-1453-61,,0904-1453-61,,,,,METRONIDAZOLE 250 MG PO TABS [5015],6,6,,,,,,,,,,,,,,,,,,
0904-1883-61,,0904-1883-61,,,,,CALCIUM 500 MG PO TABS SSM SO [901060],6,6,,,,,,,,,,,,,,,,,,
0904-2137-61,,0904-2137-61,,,,,FERROUS GLUCONATE 324 (37.5 FE) MG PO TABS [127850],6,6,,,,,,,,,,,,,,,,,,
0904-2725-61,,0904-2725-61,,,,,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS [11599],6,6,,,,,,,,,,,,,,,,,,
0904-2821-61,,0904-2821-61,,,,,OXYBUTYNIN CHLORIDE 5 MG PO TABS [5938],6,6,,,,,,,,,,,,,,,,,,
0904-3865-75,,0904-3865-75,,,,,SALINE 0.65 % NA SOLN [14469],6.9,6.9,,,,,,,,,,,,,,,,,,
0904-4043-60,,0904-4043-60,,,,,FISH OIL 1000 MG SSM SO [902386],6,6,,,,,,,,,,,,,,,,,,
0904-5053-59,,0904-5053-59,,,,,PSEUDOEPHEDRINE HCL 30 MG PO TABS [6714],6,6,,,,,,,,,,,,,,,,,,
0904-5068-60,,0904-5068-60,,,,,SIMETHICONE 80 MG PO CHEW [7227],6,6,,,,,,,,,,,,,,,,,,
0904-5306-61,,210ORA999,,,,,DIPHENHYDRAMINE HCL 25 MG PO CAPS [2509],6,6,,,,,,,,,,,,,,,,,,
0904-5395-61,,0904-5395-61,,,,,POLYSACCHARIDE IRON COMPLEX 150 MG PO CAPS [11050],6,6,,,,,,,,,,,,,,,,,,
0904-5448-61,,0904-5448-61,,,,,PENTOXIFYLLINE ER 400 MG PO TBCR [21300],6,6,,,,,,,,,,,,,,,,,,
0904-5492-61,,0904-5492-61,,,,,THERAPEUTIC MULTIVIT/MINERAL PO TABS [7856],6,6,,,,,,,,,,,,,,,,,,
0904-5609-61,,0904-5609-61,,,,,ENALAPRIL MALEATE 2.5 MG PO TABS [9925],6,6,,,,,,,,,,,,,,,,,,
0904-5610-61,,0904-5610-61,,,,,ENALAPRIL MALEATE 10 MG PO TABS [9924],6,6,,,,,,,,,,,,,,,,,,
0904-5784-61,,0904-5784-61,,,,,FLUOXETINE HCL 10 MG PO CAPS [10069],7.9,7.9,,,,,,,,,,,,,,,,,,
0904-5853-61,,0904-5853-61,,,,,IBUPROFEN 400 MG PO TABS [3843],6,6,,,,,,,,,,,,,,,,,,
0904-5854-61,,0904-5854-61,,,,,IBUPROFEN 600 MG PO TABS [3844],6,6,,,,,,,,,,,,,,,,,,
0904-5892-61,,0904-5892-61,,,,,PRAVASTATIN SODIUM 20 MG PO TABS [11111],8.2,8.2,,,,,,,,,,,,,,,,,,
0904-5894-30,,0904-5894-30,,,,,SIMETHICONE 40 MG/0.6ML PO SUSP [7228],11.5,11.5,,,,,,,,,,,,,,,,,,
0904-5921-61,,0904-5921-61,,,,,DIGOXIN 125 MCG PO TABS [2444],6,6,,,,,,,,,,,,,,,,,,
0904-5959-61,,0904-5959-61,,,,,CLINDAMYCIN HCL 150 MG PO CAPS [1740],6,6,,,,,,,,,,,,,,,,,,
0904-6007-61,,PBNOCRG,,,,,LORAZEPAM 0.5 MG PO TABS [4572],6,6,,,,,,,,,,,,,,,,,,
0904-6008-61,,PBNOCRG,,,,,LORAZEPAM 1 MG PO TABS [4573],6,6,,,,,,,,,,,,,,,,,,
0904-6051-61,,0904-6051-61,,,,,LEVETIRACETAM 250 MG PO TABS [26816],8.5,8.5,,,,,,,,,,,,,,,,,,
0904-6082-61,,0904-6082-61,,,,,ZOLPIDEM TARTRATE 5 MG PO TABS [11701],6,6,,,,,,,,,,,,,,,,,,
0904-6085-61,,0904-6085-61,,,,,CITALOPRAM HYDROBROMIDE 20 MG PO TABS [21062],8.8,8.8,,,,,,,,,,,,,,,,,,
0904-6172-61,,0904-6172-61,,,,,CARBAMAZEPINE 200 MG PO TABS [1357],6,6,,,,,,,,,,,,,,,,,,
0904-6187-61,,0904-6187-61,,,,,PHENYTOIN SODIUM EXTENDED 100 MG PO CAPS [6257],6,6,,,,,,,,,,,,,,,,,,
0904-6237-61,,0904-6237-61,,,,,CARBIDOPA-LEVODOPA 25-100 MG PO TABS [9407],6,6,,,,,,,,,,,,,,,,,,
0904-6238-61,,0904-6238-61,,,,,CARBIDOPA-LEVODOPA 25-250 MG PO TABS [9408],6,6,,,,,,,,,,,,,,,,,,
0904-6255-49,,0904-6255-49,,,,,THROAT LOZENGE SSM SO [902616],6,6,,,,,,,,,,,,,,,,,,
0904-6290-61,,0904-6290-61,,,,,ATORVASTATIN CALCIUM 10 MG PO TABS [19176],6,6,,,,,,,,,,,,,,,,,,
0904-6294-61,,0904-6294-61,,,,,CLOPIDOGREL BISULFATE 75 MG PO TABS [22142],14.2,14.2,,,,,,,,,,,,,,,,,,
0904-6300-61,,0904-6300-61,,,,,CARVEDILOL 3.125 MG PO TABS [18551],6.9,6.9,,,,,,,,,,,,,,,,,,
0904-6302-61,,0904-6302-61,,,,,CARVEDILOL 12.5 MG PO TABS [15749],6.9,6.9,,,,,,,,,,,,,,,,,,
0904-6305-21,,0904-6305-21,,,,,PHENOL 1.4 % MT LIQD [36976],8.1,8.1,,,,,,,,,,,,,,,,,,
0904-6322-61,,0904-6322-61,,,,,METOPROLOL SUCCINATE 25 MG 24 HOUR EXTENDED RELEASE TABS [29858],6,6,,,,,,,,,,,,,,,,,,
0904-6352-61,,0904-6352-61,,,,,LEVOFLOXACIN 500 MG PO TABS [18919],54.7,54.7,,,,,,,,,,,,,,,,,,
0904-6357-61,,0904-6357-61,,,,,RISPERIDONE 0.25 MG PO TABS [25519],11.7,11.7,,,,,,,,,,,,,,,,,,
0904-6359-61,,0904-6359-61,,,,,RISPERIDONE 1 MG PO TABS [18313],14.9,14.9,,,,,,,,,,,,,,,,,,
0904-6370-61,,0904-6370-61,,,,,AMLODIPINE BESYLATE 5 MG PO TABS [9071],6,6,,,,,,,,,,,,,,,,,,
0904-6373-61,,0904-6373-61,,,,,ROPINIROLE HCL 0.25 MG PO TABS [21688],6,6,,,,,,,,,,,,,,,,,,
0904-6374-61,,0904-6374-61,,,,,ROPINIROLE HCL 1 MG PO TABS [21689],6,6,,,,,,,,,,,,,,,,,,
0904-6377-61,,J8597.001,,,,,OLANZAPINE 5 MG PO TABS [17936],43,43,,,,,,,,,,,,,,,,,,
0904-6401-61,,0904-6401-61,,,,,TAMSULOSIN HCL 0.4 MG PO CAPS [119475],13.7,13.7,,,,,,,,,,,,,,,,,,
0904-6407-61,,0904-6407-61,,,,,BISACODYL 5 MG PO TBEC [1079],6,6,,,,,,,,,,,,,,,,,,
0904-6412-92,,0904-6412-92,,,,,CALCIUM CARBONATE ANTACID 500 MG PO CHEW SSM SO [903495],6,6,,,,,,,,,,,,,,,,,,
0904-6418-61,,0904-6418-61,,,,,TIZANIDINE HCL 4 MG PO TABS [14793],6,6,,,,,,,,,,,,,,,,,,
0904-6426-61,,0904-6426-61,,,,,ESCITALOPRAM OXALATE 10 MG PO TABS [33512],14.3,14.3,,,,,,,,,,,,,,,,,,
0904-6437-61,,0904-6437-61,,,,,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS [5940],6,6,,,,,,,,,,,,,,,,,,
0904-6441-61,,0904-6441-61,,,,,HYDRALAZINE HCL 25 MG PO TABS [3700],6,6,,,,,,,,,,,,,,,,,,
0904-6449-61,,0904-6449-61,,,,,ISOSORBIDE MONONITRATE ER 30 MG PO TB24 [24521],6,6,,,,,,,,,,,,,,,,,,
0904-6453-61,,0904-6453-61,,,,,DULOXETINE HCL 30 MG PO CPEP [39276],19.3,19.3,,,,,,,,,,,,,,,,,,
